Cohort,Months_on_Book,Period_Collections,Cohort_Total_Advance,Payment_MOIC,Cumulative_Collections,Cumulative_MOIC,Net_MOIC
2024-03,8,11887.0,795665.0,0.014939704523888823,1015371.0,1.2761287727875426,0.27612877278754255
2024-03,9,5481.0,795665.0,0.006888577479215499,1020852.0,1.283017350266758,0.2830173502667579
2024-03,10,3100.0,795665.0,0.003896112057210007,1023952.0,1.286913462323968,0.28691346232396797
2024-03,11,3370.0,795665.0,0.004235450849289588,1027322.0,1.2911489131732576,0.29114891317325764
2024-03,12,2900.0,795665.0,0.0036447499890029096,1030222.0,1.2947936631622605,0.2947936631622605
2024-04,0,36941.0,368935.0,0.10012874896662013,36941.0,0.10012874896662013,-0.8998712510333798
2024-04,1,94789.0,368935.0,0.25692601677802324,131730.0,0.35705476574464334,-0.6429452342553567
2024-04,2,80769.0,368935.0,0.21892474284087984,212499.0,0.5759795085855232,-0.42402049141447684
2024-04,3,82634.0,368935.0,0.22397983384607045,295133.0,0.7999593424315936,-0.2000406575684064
2024-04,4,84827.0,368935.0,0.22992397034708012,379960.0,1.0298833127786737,0.029883312778673732
2024-04,5,65321.0,368935.0,0.17705286839145107,445281.0,1.206936181170125,0.2069361811701249
2024-04,6,25483.0,368935.0,0.06907178771328283,470764.0,1.2760079688834076,0.2760079688834076
2024-04,7,13431.0,368935.0,0.03640478675105371,484195.0,1.3124127556344614,0.31241275563446136
2024-04,8,6075.0,368935.0,0.01646631520457533,490270.0,1.3288790708390368,0.3288790708390368
2024-04,9,0.0,368935.0,0.0,490270.0,1.3288790708390368,0.3288790708390368
2024-04,10,0.0,368935.0,0.0,490270.0,1.3288790708390368,0.3288790708390368
2024-04,11,16000.0,368935.0,0.043368072966782766,506270.0,1.3722471438058195,0.37224714380581947
2024-05,0,18580.0,224805.0,0.08264940726407331,18580.0,0.08264940726407331,-0.9173505927359267
2024-05,1,52869.0,224805.0,0.23517715353306198,71449.0,0.3178265607971353,-0.6821734392028647
2024-05,2,50562.0,224805.0,0.22491492626943352,122011.0,0.5427414870665688,-0.4572585129334312
2024-05,3,44729.0,224805.0,0.19896799448410846,166740.0,0.7417094815506773,-0.2582905184493227
2024-05,4,46774.0,224805.0,0.20806476724272147,213514.0,0.9497742487933988,-0.05022575120660122
2024-05,5,54926.0,224805.0,0.24432730588732457,268440.0,1.1941015546807232,0.1941015546807232
2024-05,6,21020.0,224805.0,0.09350325837948444,289460.0,1.2876048130602078,0.2876048130602078
2024-05,7,2005.0,224805.0,0.008918840773114478,291465.0,1.2965236538333222,0.29652365383332224
2024-05,8,850.0,224805.0,0.003781054691844043,292315.0,1.3003047085251662,0.3003047085251662
2024-05,9,1185.0,224805.0,0.005271235070394341,293500.0,1.3055759435955605,0.3055759435955605
2024-06,0,60656.0,447855.0,0.1354366926795503,60656.0,0.1354366926795503,-0.8645633073204497
2024-06,1,97987.0,447855.0,0.21879179645197663,158643.0,0.35422848913152694,-0.6457715108684731
2024-06,2,105503.0,447855.0,0.23557401391075236,264146.0,0.5898025030422793,-0.4101974969577207
2024-06,3,86995.0,447855.0,0.19424813834834936,351141.0,0.7840506413906286,-0.21594935860937137
2024-06,4,84235.0,447855.0,0.1880854294358665,435376.0,0.9721360708264952,-0.027863929173504776
2024-06,5,62151.0,447855.0,0.13877482667381183,497527.0,1.110910897500307,0.11091089750030703
2024-06,6,40734.0,447855.0,0.09095354523227384,538261.0,1.2018644427325809,0.20186444273258086
2024-06,7,17167.0,447855.0,0.038331602862533634,555428.0,1.2401960455951144,0.24019604559511443
2024-06,8,4650.0,447855.0,0.010382824798204775,560078.0,1.2505788703933192,0.25057887039331916
2024-06,9,3000.0,447855.0,0.006698596644003081,563078.0,1.2572774670373223,0.25727746703732235
2024-06,10,4880.0,447855.0,0.010896383874245012,567958.0,1.2681738509115674,0.2681738509115674
2024-06,11,0.0,447855.0,0.0,567958.0,1.2681738509115674,0.2681738509115674
2024-06,12,0.0,447855.0,0.0,567958.0,1.2681738509115674,0.2681738509115674
2024-06,13,1000.0,447855.0,0.002232865548001027,568958.0,1.2704067164595685,0.2704067164595685
2024-06,14,2500.0,447855.0,0.005582163870002568,571458.0,1.275988880329571,0.2759888803295709
2024-06,15,700.0,447855.0,0.001563005883600719,572158.0,1.2775518862131716,0.2775518862131716
2024-06,16,0.0,447855.0,0.0,572158.0,1.2775518862131716,0.2775518862131716
2024-06,17,2000.0,447855.0,0.004465731096002054,574158.0,1.2820176173091737,0.28201761730917374
2024-06,18,2000.0,447855.0,0.004465731096002054,576158.0,1.2864833484051759,0.28648334840517586
2024-06,19,2907.0,447855.0,0.006490940148038986,579065.0,1.2929742885532147,0.2929742885532147
2024-06,20,2713.0,447855.0,0.006057764231726786,581778.0,1.2990320527849415,0.2990320527849415
2024-06,21,1800.0,447855.0,0.004019157986401849,583578.0,1.3030512107713434,0.30305121077134345
2024-07,0,40285.0,286900.0,0.1404147786685256,40285.0,0.1404147786685256,-0.8595852213314744
2024-07,1,67870.0,286900.0,0.23656326246078774,108155.0,0.3769780411293133,-0.6230219588706867
2024-07,2,66223.0,286900.0,0.23082258626699198,174378.0,0.6078006273963054,-0.39219937260369464
2024-07,3,66568.0,286900.0,0.23202509585221331,240946.0,0.8398257232485187,-0.16017427675148133
2024-07,4,55093.0,286900.0,0.19202858138724294,296039.0,1.0318543046357616,0.031854304635761554
2024-07,5,64376.0,286900.0,0.22438480306727082,360415.0,1.2562391077030324,0.2562391077030324
2024-07,6,3749.0,286900.0,0.013067270826071802,364164.0,1.269306378529104,0.2693063785291041
2024-07,7,13050.0,286900.0,0.04548623213663297,377214.0,1.3147926106657373,0.31479261066573727
2024-07,8,0.0,286900.0,0.0,377214.0,1.3147926106657373,0.31479261066573727
2024-07,9,3974.0,286900.0,0.013851516207737887,381188.0,1.328644126873475,0.328644126873475
2024-08,0,14793.0,325990.0,0.04537869259793245,14793.0,0.04537869259793245,-0.9546213074020675
2024-08,1,79258.0,325990.0,0.2431301573667904,94051.0,0.28850884996472287,-0.7114911500352772
2024-08,2,82133.0,325990.0,0.2519494463020338,176184.0,0.5404582962667567,-0.4595417037332433
2024-08,3,71751.0,325990.0,0.2201018436148348,247935.0,0.7605601398815914,-0.23943986011840857
2024-08,4,71269.0,325990.0,0.218623270652474,319204.0,0.9791834105340654,-0.020816589465934565
2024-08,5,70946.0,325990.0,0.21763244271296667,390150.0,1.196815853247032,0.1968158532470321
2024-08,6,33897.0,325990.0,0.1039817172305899,424047.0,1.300797570477622,0.300797570477622
2024-08,7,5400.0,325990.0,0.016564925304457193,429447.0,1.3173624957820793,0.3173624957820793
2024-08,8,1970.0,325990.0,0.0060431301573667905,431417.0,1.323405625939446,0.323405625939446
2024-08,9,1750.0,325990.0,0.005368262830148164,433167.0,1.3287738887695941,0.3287738887695941
2024-08,10,0.0,325990.0,0.0,433167.0,1.3287738887695941,0.3287738887695941
2024-08,11,0.0,325990.0,0.0,433167.0,1.3287738887695941,0.3287738887695941
2024-08,12,0.0,325990.0,0.0,433167.0,1.3287738887695941,0.3287738887695941
2024-08,13,2450.0,325990.0,0.00751556796220743,435617.0,1.3362894567318016,0.33628945673180155
2024-08,14,6000.0,325990.0,0.01840547256050799,441617.0,1.3546949292923096,0.3546949292923096
2024-08,15,1000.0,325990.0,0.003067578760084665,442617.0,1.3577625080523943,0.3577625080523943
2024-08,16,3000.0,325990.0,0.009202736280253995,445617.0,1.3669652443326483,0.3669652443326483
2024-09,0,31950.0,408306.0,0.07825013592746617,31950.0,0.07825013592746617,-0.9217498640725338
2024-09,1,97591.0,408306.0,0.23901436667597342,129541.0,0.3172645026034396,-0.6827354973965605
2024-09,2,92654.0,408306.0,0.22692294504611737,222195.0,0.544187447649557,-0.45581255235044305
2024-09,3,100166.0,408306.0,0.24532091127732633,322361.0,0.7895083589268833,-0.2104916410731167
2024-09,4,81333.0,408306.0,0.19919619109197514,403694.0,0.9887045500188584,-0.011295449981141625
2024-09,5,72168.0,408306.0,0.1767497905982278,475862.0,1.1654543406170863,0.1654543406170863
2024-09,6,54070.0,408306.0,0.1324251909107385,529932.0,1.2978795315278246,0.29787953152782465
2024-09,7,7500.0,408306.0,0.018368576508794875,537432.0,1.3162481080366195,0.3162481080366195
2024-09,8,9500.0,408306.0,0.02326686357780684,546932.0,1.3395149716144263,0.33951497161442634
2024-09,9,4400.0,408306.0,0.010776231551826327,551332.0,1.3502912031662528,0.35029120316625284
2024-09,10,3000.0,408306.0,0.0073474306035179494,554332.0,1.3576386337697708,0.3576386337697708
2024-09,11,0.0,408306.0,0.0,554332.0,1.3576386337697708,0.3576386337697708
2024-09,12,4325.0,408306.0,0.010592545786738378,558657.0,1.3682311795565092,0.3682311795565092
2024-09,13,4000.0,408306.0,0.009796574138023933,562657.0,1.3780277536945331,0.3780277536945331
2024-09,14,4000.0,408306.0,0.009796574138023933,566657.0,1.387824327832557,0.38782432783255705
2024-09,15,0.0,408306.0,0.0,566657.0,1.387824327832557,0.38782432783255705
2024-09,16,0.0,408306.0,0.0,566657.0,1.387824327832557,0.38782432783255705
2024-09,17,1000.0,408306.0,0.0024491435345059833,567657.0,1.390273471367063,0.39027347136706303
2024-10,0,41032.0,461204.0,0.08896713818613888,41032.0,0.08896713818613888,-0.9110328618138611
2024-10,1,114210.0,461204.0,0.2476344524331966,155242.0,0.3366015906193355,-0.6633984093806645
2024-10,2,120938.0,461204.0,0.2622223571348037,276180.0,0.5988239477541392,-0.40117605224586084
2024-10,3,100914.0,461204.0,0.218805561096608,377094.0,0.8176295088507471,-0.18237049114925286
2024-10,4,79770.0,461204.0,0.17296033859203302,456864.0,0.9905898474427802,-0.009410152557219775
2024-10,5,73980.0,461204.0,0.16040624105601858,530844.0,1.1509960884987989,0.15099608849879886
2024-10,6,33204.0,461204.0,0.0719941717764807,564048.0,1.2229902602752796,0.22299026027527957
2024-10,7,13977.0,461204.0,0.030305461357663852,578025.0,1.2532957216329434,0.25329572163294345
2024-10,8,1000.0,461204.0,0.002168237916410092,579025.0,1.2554639595493535,0.2554639595493535
2024-10,9,5206.0,461204.0,0.011287846592830938,584231.0,1.2667518061421843,0.2667518061421843
2024-10,10,10819.0,461204.0,0.023458166017640784,595050.0,1.2902099721598252,0.29020997215982525
2024-10,11,3000.0,461204.0,0.0065047137492302756,598050.0,1.2967146859090555,0.2967146859090555
2024-10,12,0.0,461204.0,0.0,598050.0,1.2967146859090555,0.2967146859090555
2024-10,13,4800.0,461204.0,0.01040754199876844,602850.0,1.3071222279078238,0.30712222790782384
2024-10,14,7680.0,461204.0,0.016652067198029506,610530.0,1.3237742951058533,0.3237742951058533
2024-10,15,3560.0,461204.0,0.007718926982419927,614090.0,1.3314932220882734,0.33149322208827336
2024-11,0,51935.0,634639.0,0.08183392448305257,51935.0,0.08183392448305257,-0.9181660755169474
2024-11,1,123158.0,634639.0,0.19405993013350897,175093.0,0.2758938546165615,-0.7241061453834385
2024-11,2,110233.0,634639.0,0.17369402132550946,285326.0,0.449587875942071,-0.5504121240579289
2024-11,3,89988.0,634639.0,0.14179399627189632,375314.0,0.5913818722139673,-0.4086181277860327
2024-11,4,81104.0,634639.0,0.12779548688309417,456418.0,0.7191773590970615,-0.2808226409029385
2024-11,5,45403.0,634639.0,0.07154145900267711,501821.0,0.7907188180997385,-0.20928118190026146
2024-11,6,29362.0,634639.0,0.04626567229558851,531183.0,0.8369844903953271,-0.16301550960467293
2024-11,7,28677.0,634639.0,0.045186318521238056,559860.0,0.8821708089165652,-0.11782919108343481
2024-11,8,16639.0,634639.0,0.026218054673601842,576499.0,0.908388863590167,-0.09161113640983298
2024-11,9,30772.0,634639.0,0.04848740780191573,607271.0,0.9568762713920828,-0.043123728607917244
2024-11,10,18560.0,634639.0,0.029244972338605096,625831.0,0.9861212437306879,-0.01387875626931212
2024-11,11,8378.0,634639.0,0.013201205724829392,634209.0,0.9993224494555172,-0.0006775505444828189
2024-11,12,17042.0,634639.0,0.026853061346686857,651251.0,1.0261755108022041,0.02617551080220415
2024-11,13,2000.0,634639.0,0.003151397881315204,653251.0,1.0293269086835193,0.02932690868351928
2024-11,14,4000.0,634639.0,0.006302795762630408,657251.0,1.0356297044461498,0.03562970444614977
2024-11,15,4700.0,634639.0,0.0074057850210907305,661951.0,1.0430354894672405,0.04303548946724045
2024-12,0,28814.0,267439.0,0.10774045670227603,28814.0,0.10774045670227603,-0.892259543297724
2024-12,1,41136.0,267439.0,0.15381451471176605,69950.0,0.2615549714140421,-0.7384450285859578
2024-12,2,44841.0,267439.0,0.1676681411462053,114791.0,0.42922311256024737,-0.5707768874397526
2024-12,3,29281.0,267439.0,0.10948664929198808,144072.0,0.5387097618522355,-0.4612902381477645
2024-12,4,12408.0,267439.0,0.04639562666626782,156480.0,0.5851053885185032,-0.41489461148149676
2024-12,5,8529.0,267439.0,0.03189138457741766,165009.0,0.6169967730959209,-0.38300322690407906
2024-12,6,4114.0,267439.0,0.015382947139347665,169123.0,0.6323797202352686,-0.36762027976473144
2024-12,7,8352.0,267439.0,0.031229551411723795,177475.0,0.6636092716469923,-0.33639072835300765
2024-12,8,1220.0,267439.0,0.004561787921731684,178695.0,0.6681710595687241,-0.33182894043127587
2024-12,9,12375.0,267439.0,0.046272234042155407,191070.0,0.7144432936108794,-0.28555670638912056
2024-12,10,17500.0,267439.0,0.06543548248385612,208570.0,0.7798787760947357,-0.22012122390526434
2024-12,11,11396.0,267439.0,0.042611586193487115,219966.0,0.8224903622882227,-0.1775096377117773
2024-12,12,15340.0,267439.0,0.05735887436013446,235306.0,0.8798492366483572,-0.12015076335164276
2024-12,13,17014.0,267439.0,0.06361824565601876,252320.0,0.9434674823043759,-0.05653251769562406
2024-12,14,4000.0,267439.0,0.014956681710595688,256320.0,0.9584241640149717,-0.04157583598502834
2024-12,15,2900.0,267439.0,0.010843594240181872,259220.0,0.9692677582551535,-0.030732241744846456
2025-09,0,1160.0,9749.0,0.11898656272438199,1160.0,0.11898656272438199,-0.881013437275618
2025-09,1,1111.0,9749.0,0.11396040619550724,2271.0,0.23294696891988922,-0.7670530310801108
2025-09,2,3462.0,9749.0,0.35511334495845726,5733.0,0.5880603138783465,-0.41193968612165355
2025-09,3,0.0,9749.0,0.0,5733.0,0.5880603138783465,-0.41193968612165355
2025-09,4,5287.0,9749.0,0.5423120320032824,11020.0,1.1303723458816288,0.13037234588162883
2025-09,5,580.0,9749.0,0.059493281362190994,11600.0,1.18986562724382,0.18986562724381995
2025-09,6,0.0,9749.0,0.0,11600.0,1.18986562724382,0.18986562724381995
2025-09,7,0.0,9749.0,0.0,11600.0,1.18986562724382,0.18986562724381995
2025-09,8,0.0,9749.0,0.0,11600.0,1.18986562724382,0.18986562724381995
2025-09,9,0.0,9749.0,0.0,11600.0,1.18986562724382,0.18986562724381995
2025-09,10,0.0,9749.0,0.0,11600.0,1.18986562724382,0.18986562724381995
2025-09,11,0.0,9749.0,0.0,11600.0,1.18986562724382,0.18986562724381995
2025-09,12,580.0,9749.0,0.059493281362190994,12180.0,1.2493589086060108,0.24935890860601084
2025-10,2,1500.0,8249.0,0.1818402230573403,1500.0,0.1818402230573403,-0.8181597769426597
2025-10,3,1940.0,8249.0,0.23518002182082676,3440.0,0.417020244878167,-0.582979755121833
2025-10,4,1950.0,8249.0,0.23639228997454237,5390.0,0.6534125348527094,-0.34658746514729055
2026-01,2,2913.0,16499.0,0.1765561549184799,2913.0,0.1765561549184799,-0.8234438450815201
